#separator:tab
#html:true
#notetype column:1
#deck column:2
#front column:3
#back column:4
#tags column:5
Basic	Ver::Present::Indicative	I see God's faithfulness in every part of my life.	Veo la fidelidad de Dios en cada parte de mi vida.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see the verse highlighted in your Bible?	¿Ves el versículo resaltado en tu Biblia?	Ver Present Indicative
Basic	Ver::Present::Indicative	She sees how God is working through this difficult season.	Ve cómo Dios está obrando en esta temporada difícil.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see evidence of God's love everywhere we look.	Vemos evidencia del amor de Dios en todo lugar donde miramos.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see the hand of God in the healing of their friend.	Ven la mano de Dios en la sanidad de su amigo.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see a new understanding of this passage every time I read it.	Veo una nueva comprensión de este pasaje cada vez que lo leo.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see the connection between the Old and New Testament in this study?	¿Ves la conexión entre el Antiguo y el Nuevo Testamento en este estudio?	Ver Present Indicative
Basic	Ver::Present::Indicative	He sees the importance of memorizing Scripture for daily strength.	Ve la importancia de memorizar las Escrituras para la fortaleza diaria.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see God moving in powerful ways through our Bible study group.	Vemos a Dios moverse de maneras poderosas a través de nuestro grupo de estudio bíblico.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see the truth of God's Word transform lives each week.	Ven la verdad de la Palabra de Dios transformar vidas cada semana.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see Noah's obedience as one of the greatest examples of faith in Scripture.	Veo la obediencia de Noé como uno de los mayores ejemplos de fe en las Escrituras.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see how David trusted God even when facing Goliath?	¿Ves cómo David confió en Dios incluso cuando se enfrentó a Goliat?	Ver Present Indicative
Basic	Ver::Present::Indicative	She sees the story of Ruth as a beautiful picture of redemption.	Ve la historia de Rut como un hermoso cuadro de la redención.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see the love of God most clearly in the sacrifice of Jesus.	Vemos el amor de Dios con mayor claridad en el sacrificio de Jesús.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see how Esther's courage changed the destiny of her people.	Ven cómo el valor de Ester cambió el destino de su pueblo.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see many visitors come to faith during the Sunday morning service.	Veo a muchos visitantes llegar a la fe durante el culto del domingo por la mañana.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see how many people came to worship today?	¿Ves cuántas personas vinieron a adorar hoy?	Ver Present Indicative
Basic	Ver::Present::Indicative	He sees the church growing every month because of faithful outreach.	Ve la iglesia crecer cada mes gracias al alcance fiel.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see lives changed every time the gospel is preached here.	Vemos vidas cambiadas cada vez que el evangelio se predica aquí.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see the value of serving in the children's ministry every week.	Ven el valor de servir en el ministerio de niños cada semana.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see beautiful mountains when we travel on mission trips.	Veo hermosas montañas cuando viajamos en viajes misioneros.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see the map of the city we will visit next month?	¿Ves el mapa de la ciudad que visitaremos el próximo mes?	Ver Present Indicative
Basic	Ver::Present::Indicative	She sees many opportunities to share the gospel while traveling abroad.	Ve muchas oportunidades de compartir el evangelio mientras viaja al extranjero.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see new cultures and new faces that God loves deeply.	Vemos nuevas culturas y nuevos rostros que Dios ama profundamente.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see the needs of people in every country they visit.	Ven las necesidades de las personas en cada país que visitan.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see the menu on the wall and I am ready to order.	Veo el menú en la pared y estoy listo para ordenar.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see if they have rice and beans on the menu?	¿Ves si tienen arroz con frijoles en el menú?	Ver Present Indicative
Basic	Ver::Present::Indicative	She sees the waiter coming toward our table with our food.	Ve al mesero acercándose a nuestra mesa con nuestra comida.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see a lovely courtyard from our table at the restaurant.	Vemos un hermoso patio desde nuestra mesa en el restaurante.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see that the restaurant near the church is always full on Sundays.	Ven que el restaurante cerca de la iglesia siempre está lleno los domingos.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see that the fruit is fresh and ready to eat.	Veo que la fruta está fresca y lista para comer.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see where the bread is on the counter?	¿Ves dónde está el pan en el mostrador?	Ver Present Indicative
Basic	Ver::Present::Indicative	She sees the tortillas being made by hand in the kitchen.	Ve las tortillas siendo hechas a mano en la cocina.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see how God provides food for our family each day.	Vemos cómo Dios provee alimento para nuestra familia cada día.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see the garden produce a harvest beyond what they planted.	Ven el jardín producir una cosecha más allá de lo que plantaron.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see the light on in the kitchen when I come home late.	Veo la luz encendida en la cocina cuando llego tarde a casa.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see the Bible on the table where I left it?	¿Ves la Biblia en la mesa donde la dejé?	Ver Present Indicative
Basic	Ver::Present::Indicative	She sees the cross hanging on the wall of the living room.	Ve la cruz colgada en la pared de la sala.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see God's blessing in the home he has given us.	Vemos la bendición de Dios en el hogar que nos ha dado.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see the importance of making home a place of peace and prayer.	Ven la importancia de hacer del hogar un lugar de paz y oración.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see my parents read the Bible together every evening before bed.	Veo a mis padres leer la Biblia juntos cada noche antes de dormir.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see how much your children have grown in their faith?	¿Ves cuánto han crecido tus hijos en su fe?	Ver Present Indicative
Basic	Ver::Present::Indicative	She sees her grandmother as a pillar of faith in the family.	Ve a su abuela como un pilar de fe en la familia.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see God's grace reflected in the love of our family.	Vemos la gracia de Dios reflejada en el amor de nuestra familia.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see three generations gathered together for Sunday worship.	Ven tres generaciones reunidas para el culto del domingo.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see my best friend at church every Sunday morning.	Veo a mi mejor amigo en la iglesia todos los domingos por la mañana.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see your friends from the Bible study group at the café?	¿Ves a tus amigos del grupo de estudio bíblico en el café?	Ver Present Indicative
Basic	Ver::Present::Indicative	She sees her friends volunteering together at the food pantry.	Ve a sus amigos haciendo voluntariado juntos en el banco de alimentos.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see our friends every week and grow together in our walk with God.	Vemos a nuestros amigos cada semana y crecemos juntos en nuestro caminar con Dios.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see how iron sharpens iron among faithful friends.	Ven cómo el hierro afila al hierro entre amigos fieles.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see my dog waiting at the door whenever I come home.	Veo a mi perro esperando en la puerta cada vez que llego a casa.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see the cat sitting near the window watching the birds?	¿Ves al gato sentado cerca de la ventana mirando los pájaros?	Ver Present Indicative
Basic	Ver::Present::Indicative	She sees her dog as a reminder of God's simple joys in life.	Ve a su perro como un recordatorio de las sencillas alegrías de Dios en la vida.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see our pets as part of the family God has blessed us with.	Vemos a nuestras mascotas como parte de la familia con la que Dios nos ha bendecido.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see how caring for animals builds compassion in their children.	Ven cómo el cuidado de los animales desarrolla compasión en sus hijos.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see my students open their Bibles with eagerness each morning.	Veo a mis estudiantes abrir sus Biblias con entusiasmo cada mañana.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see the progress the class has made since the semester began?	¿Ves el progreso que ha hecho la clase desde que comenzó el semestre?	Ver Present Indicative
Basic	Ver::Present::Indicative	She sees that education is one of the greatest tools for serving God.	Ve que la educación es una de las mejores herramientas para servir a Dios.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see students come alive when they connect faith and learning.	Vemos a los estudiantes cobrar vida cuando conectan la fe y el aprendizaje.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see a generation rising that loves God and loves to learn.	Ven una generación que se levanta que ama a Dios y ama aprender.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see my doctor every year for a checkup to take care of the body God gave me.	Veo a mi médico cada año para un chequeo y así cuidar el cuerpo que Dios me dio.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see the difference in your energy since you started eating healthier?	¿Ves la diferencia en tu energía desde que empezaste a comer más saludable?	Ver Present Indicative
Basic	Ver::Present::Indicative	She sees the church community rallying around those who are sick.	Ve a la comunidad de la iglesia apoyando a quienes están enfermos.	Ver Present Indicative
Basic	Ver::Present::Indicative	We see God's healing power at work in our prayer meetings.	Vemos el poder sanador de Dios obrando en nuestras reuniones de oración.	Ver Present Indicative
Basic	Ver::Present::Indicative	They see that mental and spiritual health go hand in hand.	Ven que la salud mental y espiritual van de la mano.	Ver Present Indicative
Basic	Ver::Present::Indicative	I see my coworkers respond to kindness shown in the name of Jesus.	Veo a mis compañeros de trabajo responder a la bondad mostrada en el nombre de Jesús.	Ver Present Indicative
Basic	Ver::Present::Indicative	Do you see any opportunities to share your faith at the office?	¿Ves alguna oportunidad de compartir tu fe en la oficina?	Ver Present Indicative
